filepath,style index,style name
/media/andrea/New Volume/train/train/52227.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34054.jpg,0,Impressionism
/media/andrea/New Volume/train/train/74851.jpg,2,Realism
/media/andrea/New Volume/train/train/61000.jpg,0,Impressionism
/media/andrea/New Volume/train/train/101209.jpg,0,Impressionism
/media/andrea/New Volume/train/train/57819.jpg,0,Impressionism
/media/andrea/New Volume/train/train/33655.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/84492.jpg,2,Realism
/media/andrea/New Volume/train/train/55892.jpg,0,Impressionism
/media/andrea/New Volume/train/train/86866.jpg,0,Impressionism
/media/andrea/New Volume/train/train/63821.jpg,0,Impressionism
/media/andrea/New Volume/train/train/30924.jpg,0,Impressionism
/media/andrea/New Volume/train/train/10674.jpg,0,Impressionism
/media/andrea/New Volume/train/train/13503.jpg,2,Realism
/media/andrea/New Volume/train/train/40112.jpg,2,Realism
/media/andrea/New Volume/train/train/5454.jpg,3,Pop Art
/media/andrea/New Volume/train/train/15443.jpg,0,Impressionism
/media/andrea/New Volume/train/train/51532.jpg,0,Impressionism
/media/andrea/New Volume/train/train/54840.jpg,0,Impressionism
/media/andrea/New Volume/train/train/89652.jpg,0,Impressionism
/media/andrea/New Volume/train/train/84388.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4328.jpg,2,Realism
/media/andrea/New Volume/train/train/54331.jpg,2,Realism
/media/andrea/New Volume/train/train/4382.jpg,0,Impressionism
/media/andrea/New Volume/train/train/84908.jpg,2,Realism
/media/andrea/New Volume/train/train/40327.jpg,0,Impressionism
/media/andrea/New Volume/train/train/98518.jpg,0,Impressionism
/media/andrea/New Volume/train/train/21261.jpg,2,Realism
/media/andrea/New Volume/train/train/78305.jpg,0,Impressionism
/media/andrea/New Volume/train/train/48353.jpg,0,Impressionism
/media/andrea/New Volume/train/train/90310.jpg,2,Realism
/media/andrea/New Volume/train/train/87303.jpg,0,Impressionism
/media/andrea/New Volume/train/train/29970.jpg,0,Impressionism
/media/andrea/New Volume/train/train/95534.jpg,1,Cubism
/media/andrea/New Volume/train/train/15932.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/100821.jpg,0,Impressionism
/media/andrea/New Volume/train/train/55150.jpg,0,Impressionism
/media/andrea/New Volume/train/train/15917.jpg,2,Realism
/media/andrea/New Volume/train/train/18629.jpg,2,Realism
/media/andrea/New Volume/train/train/97001.jpg,0,Impressionism
/media/andrea/New Volume/train/train/21600.jpg,0,Impressionism
/media/andrea/New Volume/train/train/90833.jpg,0,Impressionism
/media/andrea/New Volume/train/train/96251.jpg,2,Realism
/media/andrea/New Volume/train/train/91918.jpg,2,Realism
/media/andrea/New Volume/train/train/44218.jpg,1,Cubism
/media/andrea/New Volume/train/train/32319.jpg,1,Cubism
/media/andrea/New Volume/train/train/40692.jpg,0,Impressionism
/media/andrea/New Volume/train/train/67901.jpg,0,Impressionism
/media/andrea/New Volume/train/train/55683.jpg,0,Impressionism
/media/andrea/New Volume/train/train/32984.jpg,0,Impressionism
/media/andrea/New Volume/train/train/7743.jpg,0,Impressionism
/media/andrea/New Volume/train/train/70411.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4723.jpg,2,Realism
/media/andrea/New Volume/train/train/34265.jpg,2,Realism
/media/andrea/New Volume/train/train/13165.jpg,0,Impressionism
/media/andrea/New Volume/train/train/29571.jpg,2,Realism
/media/andrea/New Volume/train/train/99644.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34656.jpg,0,Impressionism
/media/andrea/New Volume/train/train/63079.jpg,0,Impressionism
/media/andrea/New Volume/train/train/2972.jpg,0,Impressionism
/media/andrea/New Volume/train/train/6078.jpg,0,Impressionism
/media/andrea/New Volume/train/train/38885.jpg,0,Impressionism
/media/andrea/New Volume/train/train/3987.jpg,0,Impressionism
/media/andrea/New Volume/train/train/30857.jpg,2,Realism
/media/andrea/New Volume/train/train/8558.jpg,2,Realism
/media/andrea/New Volume/train/train/11428.jpg,0,Impressionism
/media/andrea/New Volume/train/train/42566.jpg,3,Pop Art
/media/andrea/New Volume/train/train/13653.jpg,2,Realism
/media/andrea/New Volume/train/train/53607.jpg,0,Impressionism
/media/andrea/New Volume/train/train/50413.jpg,2,Realism
/media/andrea/New Volume/train/train/74437.jpg,0,Impressionism
/media/andrea/New Volume/train/train/22889.jpg,0,Impressionism
/media/andrea/New Volume/train/train/22697.jpg,0,Impressionism
/media/andrea/New Volume/train/train/75653.jpg,2,Realism
/media/andrea/New Volume/train/train/71703.jpg,2,Realism
/media/andrea/New Volume/train/train/13480.jpg,2,Realism
/media/andrea/New Volume/train/train/53228.jpg,0,Impressionism
/media/andrea/New Volume/train/train/18093.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82100.jpg,0,Impressionism
/media/andrea/New Volume/train/train/70309.jpg,0,Impressionism
/media/andrea/New Volume/train/train/65132.jpg,2,Realism
/media/andrea/New Volume/train/train/61319.jpg,0,Impressionism
/media/andrea/New Volume/train/train/32302.jpg,0,Impressionism
/media/andrea/New Volume/train/train/39424.jpg,0,Impressionism
/media/andrea/New Volume/train/train/102090.jpg,0,Impressionism
/media/andrea/New Volume/train/train/65755.jpg,2,Realism
/media/andrea/New Volume/train/train/55846.jpg,0,Impressionism
/media/andrea/New Volume/train/train/828.jpg,0,Impressionism
/media/andrea/New Volume/train/train/35255.jpg,0,Impressionism
/media/andrea/New Volume/train/train/39792.jpg,0,Impressionism
/media/andrea/New Volume/train/train/15526.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4569.jpg,0,Impressionism
/media/andrea/New Volume/train/train/20955.jpg,0,Impressionism
/media/andrea/New Volume/train/train/50798.jpg,0,Impressionism
/media/andrea/New Volume/train/train/54130.jpg,0,Impressionism
/media/andrea/New Volume/train/train/27780.jpg,0,Impressionism
/media/andrea/New Volume/train/train/56775.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/55681.jpg,2,Realism
/media/andrea/New Volume/train/train/13999.jpg,0,Impressionism
/media/andrea/New Volume/train/train/44827.jpg,0,Impressionism
/media/andrea/New Volume/train/train/62499.jpg,0,Impressionism
/media/andrea/New Volume/train/train/32045.jpg,0,Impressionism
/media/andrea/New Volume/train/train/50126.jpg,0,Impressionism
/media/andrea/New Volume/train/train/24375.jpg,2,Realism
/media/andrea/New Volume/train/train/36281.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/88005.jpg,0,Impressionism
/media/andrea/New Volume/train/train/648.jpg,1,Cubism
/media/andrea/New Volume/train/train/100085.jpg,2,Realism
/media/andrea/New Volume/train/train/40669.jpg,0,Impressionism
/media/andrea/New Volume/train/train/70112.jpg,0,Impressionism
/media/andrea/New Volume/train/train/30948.jpg,0,Impressionism
/media/andrea/New Volume/train/train/55623.jpg,2,Realism
/media/andrea/New Volume/train/train/88474.jpg,0,Impressionism
/media/andrea/New Volume/train/train/96123.jpg,0,Impressionism
/media/andrea/New Volume/train/train/47617.jpg,1,Cubism
/media/andrea/New Volume/train/train/15136.jpg,0,Impressionism
/media/andrea/New Volume/train/train/13497.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/83091.jpg,2,Realism
/media/andrea/New Volume/train/train/66094.jpg,0,Impressionism
/media/andrea/New Volume/train/train/44169.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4962.jpg,0,Impressionism
/media/andrea/New Volume/train/train/28802.jpg,0,Impressionism
/media/andrea/New Volume/train/train/78978.jpg,2,Realism
/media/andrea/New Volume/train/train/51848.jpg,2,Realism
/media/andrea/New Volume/train/train/83345.jpg,0,Impressionism
/media/andrea/New Volume/train/train/78897.jpg,0,Impressionism
/media/andrea/New Volume/train/train/43042.jpg,0,Impressionism
/media/andrea/New Volume/train/train/7500.jpg,0,Impressionism
/media/andrea/New Volume/train/train/51293.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/70126.jpg,0,Impressionism
/media/andrea/New Volume/train/train/27732.jpg,2,Realism
/media/andrea/New Volume/train/train/42157.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/18510.jpg,0,Impressionism
/media/andrea/New Volume/train/train/72501.jpg,2,Realism
/media/andrea/New Volume/train/train/57038.jpg,0,Impressionism
/media/andrea/New Volume/train/train/35180.jpg,2,Realism
/media/andrea/New Volume/train/train/91076.jpg,0,Impressionism
/media/andrea/New Volume/train/train/37255.jpg,2,Realism
/media/andrea/New Volume/train/train/20168.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/43985.jpg,0,Impressionism
/media/andrea/New Volume/train/train/50247.jpg,2,Realism
/media/andrea/New Volume/train/train/70059.jpg,2,Realism
/media/andrea/New Volume/train/train/20184.jpg,0,Impressionism
/media/andrea/New Volume/train/train/48963.jpg,2,Realism
/media/andrea/New Volume/train/train/92077.jpg,0,Impressionism
/media/andrea/New Volume/train/train/85109.jpg,0,Impressionism
/media/andrea/New Volume/train/train/39714.jpg,0,Impressionism
/media/andrea/New Volume/train/train/61008.jpg,0,Impressionism
/media/andrea/New Volume/train/train/59295.jpg,0,Impressionism
/media/andrea/New Volume/train/train/77630.jpg,0,Impressionism
/media/andrea/New Volume/train/train/97622.jpg,0,Impressionism
/media/andrea/New Volume/train/train/83128.jpg,2,Realism
/media/andrea/New Volume/train/train/62615.jpg,2,Realism
/media/andrea/New Volume/train/train/71305.jpg,2,Realism
/media/andrea/New Volume/train/train/59325.jpg,2,Realism
/media/andrea/New Volume/train/train/2169.jpg,0,Impressionism
/media/andrea/New Volume/train/train/29867.jpg,0,Impressionism
/media/andrea/New Volume/train/train/13958.jpg,0,Impressionism
/media/andrea/New Volume/train/train/89481.jpg,0,Impressionism
/media/andrea/New Volume/train/train/83611.jpg,0,Impressionism
/media/andrea/New Volume/train/train/75369.jpg,0,Impressionism
/media/andrea/New Volume/train/train/64834.jpg,2,Realism
/media/andrea/New Volume/train/train/32197.jpg,0,Impressionism
/media/andrea/New Volume/train/train/78551.jpg,0,Impressionism
/media/andrea/New Volume/train/train/83239.jpg,0,Impressionism
/media/andrea/New Volume/train/train/39997.jpg,0,Impressionism
/media/andrea/New Volume/train/train/15099.jpg,0,Impressionism
/media/andrea/New Volume/train/train/57378.jpg,0,Impressionism
/media/andrea/New Volume/train/train/68881.jpg,2,Realism
/media/andrea/New Volume/train/train/12850.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/80362.jpg,0,Impressionism
/media/andrea/New Volume/train/train/24777.jpg,0,Impressionism
/media/andrea/New Volume/train/train/20669.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93569.jpg,0,Impressionism
/media/andrea/New Volume/train/train/85959.jpg,0,Impressionism
/media/andrea/New Volume/train/train/30530.jpg,0,Impressionism
/media/andrea/New Volume/train/train/8776.jpg,0,Impressionism
/media/andrea/New Volume/train/train/36551.jpg,0,Impressionism
/media/andrea/New Volume/train/train/80694.jpg,3,Pop Art
/media/andrea/New Volume/train/train/17974.jpg,0,Impressionism
/media/andrea/New Volume/train/train/85080.jpg,0,Impressionism
/media/andrea/New Volume/train/train/57135.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/14381.jpg,0,Impressionism
/media/andrea/New Volume/train/train/42223.jpg,2,Realism
/media/andrea/New Volume/train/train/57674.jpg,0,Impressionism
/media/andrea/New Volume/train/train/83141.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/44403.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4168.jpg,0,Impressionism
/media/andrea/New Volume/train/train/16360.jpg,0,Impressionism
/media/andrea/New Volume/train/train/55324.jpg,2,Realism
/media/andrea/New Volume/train/train/76518.jpg,0,Impressionism
/media/andrea/New Volume/train/train/2220.jpg,0,Impressionism
/media/andrea/New Volume/train/train/64990.jpg,0,Impressionism
/media/andrea/New Volume/train/train/99865.jpg,0,Impressionism
/media/andrea/New Volume/train/train/63739.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4009.jpg,2,Realism
/media/andrea/New Volume/train/train/72437.jpg,0,Impressionism
/media/andrea/New Volume/train/train/64856.jpg,0,Impressionism
/media/andrea/New Volume/train/train/54859.jpg,1,Cubism
/media/andrea/New Volume/train/train/96619.jpg,0,Impressionism
/media/andrea/New Volume/train/train/84298.jpg,2,Realism
/media/andrea/New Volume/train/train/13912.jpg,2,Realism
/media/andrea/New Volume/train/train/24593.jpg,0,Impressionism
/media/andrea/New Volume/train/train/76463.jpg,0,Impressionism
/media/andrea/New Volume/train/train/53501.jpg,2,Realism
/media/andrea/New Volume/train/train/33615.jpg,0,Impressionism
/media/andrea/New Volume/train/train/22651.jpg,0,Impressionism
/media/andrea/New Volume/train/train/63661.jpg,1,Cubism
/media/andrea/New Volume/train/train/32102.jpg,0,Impressionism
/media/andrea/New Volume/train/train/68269.jpg,0,Impressionism
/media/andrea/New Volume/train/train/892.jpg,3,Pop Art
/media/andrea/New Volume/train/train/38785.jpg,2,Realism
/media/andrea/New Volume/train/train/35908.jpg,0,Impressionism
/media/andrea/New Volume/train/train/6367.jpg,0,Impressionism
/media/andrea/New Volume/train/train/17234.jpg,0,Impressionism
/media/andrea/New Volume/train/train/25768.jpg,0,Impressionism
/media/andrea/New Volume/train/train/26194.jpg,0,Impressionism
/media/andrea/New Volume/train/train/31682.jpg,0,Impressionism
/media/andrea/New Volume/train/train/7139.jpg,2,Realism
/media/andrea/New Volume/train/train/63141.jpg,1,Cubism
/media/andrea/New Volume/train/train/84563.jpg,2,Realism
/media/andrea/New Volume/train/train/56957.jpg,0,Impressionism
/media/andrea/New Volume/train/train/90248.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/25094.jpg,2,Realism
/media/andrea/New Volume/train/train/75502.jpg,0,Impressionism
/media/andrea/New Volume/train/train/31777.jpg,0,Impressionism
/media/andrea/New Volume/train/train/10851.jpg,2,Realism
/media/andrea/New Volume/train/train/77919.jpg,0,Impressionism
/media/andrea/New Volume/train/train/69842.jpg,0,Impressionism
/media/andrea/New Volume/train/train/58414.jpg,0,Impressionism
/media/andrea/New Volume/train/train/90325.jpg,0,Impressionism
/media/andrea/New Volume/train/train/621.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4503.jpg,0,Impressionism
/media/andrea/New Volume/train/train/931.jpg,0,Impressionism
/media/andrea/New Volume/train/train/5318.jpg,0,Impressionism
/media/andrea/New Volume/train/train/29839.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4705.jpg,2,Realism
/media/andrea/New Volume/train/train/87097.jpg,0,Impressionism
/media/andrea/New Volume/train/train/92099.jpg,0,Impressionism
/media/andrea/New Volume/train/train/7375.jpg,2,Realism
/media/andrea/New Volume/train/train/11171.jpg,0,Impressionism
/media/andrea/New Volume/train/train/56322.jpg,2,Realism
/media/andrea/New Volume/train/train/34400.jpg,0,Impressionism
/media/andrea/New Volume/train/train/17491.jpg,2,Realism
/media/andrea/New Volume/train/train/39877.jpg,2,Realism
/media/andrea/New Volume/train/train/19861.jpg,2,Realism
/media/andrea/New Volume/train/train/48575.jpg,0,Impressionism
/media/andrea/New Volume/train/train/64589.jpg,0,Impressionism
/media/andrea/New Volume/train/train/64672.jpg,0,Impressionism
/media/andrea/New Volume/train/train/6951.jpg,0,Impressionism
/media/andrea/New Volume/train/train/74700.jpg,2,Realism
/media/andrea/New Volume/train/train/21369.jpg,0,Impressionism
/media/andrea/New Volume/train/train/456.jpg,2,Realism
/media/andrea/New Volume/train/train/17911.jpg,0,Impressionism
/media/andrea/New Volume/train/train/2160.jpg,0,Impressionism
/media/andrea/New Volume/train/train/20611.jpg,1,Cubism
/media/andrea/New Volume/train/train/40310.jpg,0,Impressionism
/media/andrea/New Volume/train/train/52002.jpg,0,Impressionism
/media/andrea/New Volume/train/train/92404.jpg,2,Realism
/media/andrea/New Volume/train/train/7570.jpg,0,Impressionism
/media/andrea/New Volume/train/train/62749.jpg,2,Realism
/media/andrea/New Volume/train/train/20094.jpg,0,Impressionism
/media/andrea/New Volume/train/train/89970.jpg,0,Impressionism
/media/andrea/New Volume/train/train/29398.jpg,0,Impressionism
/media/andrea/New Volume/train/train/77380.jpg,0,Impressionism
/media/andrea/New Volume/train/train/44283.jpg,0,Impressionism
/media/andrea/New Volume/train/train/78302.jpg,0,Impressionism
/media/andrea/New Volume/train/train/96347.jpg,2,Realism
/media/andrea/New Volume/train/train/89155.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/68643.jpg,0,Impressionism
/media/andrea/New Volume/train/train/28573.jpg,2,Realism
/media/andrea/New Volume/train/train/56810.jpg,0,Impressionism
/media/andrea/New Volume/train/train/2438.jpg,0,Impressionism
/media/andrea/New Volume/train/train/33685.jpg,0,Impressionism
/media/andrea/New Volume/train/train/87829.jpg,0,Impressionism
/media/andrea/New Volume/train/train/66542.jpg,0,Impressionism
/media/andrea/New Volume/train/train/57615.jpg,2,Realism
/media/andrea/New Volume/train/train/11706.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93023.jpg,0,Impressionism
/media/andrea/New Volume/train/train/84729.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/44400.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/87756.jpg,2,Realism
/media/andrea/New Volume/train/train/15309.jpg,0,Impressionism
/media/andrea/New Volume/train/train/94384.jpg,0,Impressionism
/media/andrea/New Volume/train/train/20251.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34330.jpg,2,Realism
/media/andrea/New Volume/train/train/58118.jpg,0,Impressionism
/media/andrea/New Volume/train/train/11542.jpg,2,Realism
/media/andrea/New Volume/train/train/23272.jpg,0,Impressionism
/media/andrea/New Volume/train/train/5555.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/92535.jpg,2,Realism
/media/andrea/New Volume/train/train/82163.jpg,0,Impressionism
/media/andrea/New Volume/train/train/58781.jpg,2,Realism
/media/andrea/New Volume/train/train/10261.jpg,0,Impressionism
/media/andrea/New Volume/train/train/23330.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/78975.jpg,2,Realism
/media/andrea/New Volume/train/train/23318.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/11702.jpg,2,Realism
/media/andrea/New Volume/train/train/41007.jpg,2,Realism
/media/andrea/New Volume/train/train/77249.jpg,0,Impressionism
/media/andrea/New Volume/train/train/28519.jpg,2,Realism
/media/andrea/New Volume/train/train/16562.jpg,0,Impressionism
/media/andrea/New Volume/train/train/44291.jpg,1,Cubism
/media/andrea/New Volume/train/train/90563.jpg,2,Realism
/media/andrea/New Volume/train/train/27821.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34869.jpg,0,Impressionism
/media/andrea/New Volume/train/train/27334.jpg,0,Impressionism
/media/andrea/New Volume/train/train/5383.jpg,1,Cubism
/media/andrea/New Volume/train/train/58382.jpg,0,Impressionism
/media/andrea/New Volume/train/train/51491.jpg,0,Impressionism
/media/andrea/New Volume/train/train/90411.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34033.jpg,0,Impressionism
/media/andrea/New Volume/train/train/95207.jpg,0,Impressionism
/media/andrea/New Volume/train/train/100327.jpg,2,Realism
/media/andrea/New Volume/train/train/65997.jpg,0,Impressionism
/media/andrea/New Volume/train/train/47703.jpg,0,Impressionism
/media/andrea/New Volume/train/train/65442.jpg,2,Realism
/media/andrea/New Volume/train/train/11571.jpg,0,Impressionism
/media/andrea/New Volume/train/train/31346.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/20875.jpg,0,Impressionism
/media/andrea/New Volume/train/train/46537.jpg,0,Impressionism
/media/andrea/New Volume/train/train/4955.jpg,0,Impressionism
/media/andrea/New Volume/train/train/87421.jpg,0,Impressionism
/media/andrea/New Volume/train/train/93413.jpg,0,Impressionism
/media/andrea/New Volume/train/train/63777.jpg,0,Impressionism
/media/andrea/New Volume/train/train/46909.jpg,0,Impressionism
/media/andrea/New Volume/train/train/35754.jpg,0,Impressionism
/media/andrea/New Volume/train/train/79822.jpg,2,Realism
/media/andrea/New Volume/train/train/32195.jpg,2,Realism
/media/andrea/New Volume/train/train/7126.jpg,0,Impressionism
/media/andrea/New Volume/train/train/73177.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82990.jpg,0,Impressionism
/media/andrea/New Volume/train/train/13980.jpg,0,Impressionism
/media/andrea/New Volume/train/train/96074.jpg,0,Impressionism
/media/andrea/New Volume/train/train/11775.jpg,0,Impressionism
/media/andrea/New Volume/train/train/88425.jpg,2,Realism
/media/andrea/New Volume/train/train/62444.jpg,2,Realism
/media/andrea/New Volume/train/train/42341.jpg,0,Impressionism
/media/andrea/New Volume/train/train/39065.jpg,2,Realism
/media/andrea/New Volume/train/train/85360.jpg,2,Realism
/media/andrea/New Volume/train/train/35750.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/87755.jpg,2,Realism
/media/andrea/New Volume/train/train/113.jpg,0,Impressionism
/media/andrea/New Volume/train/train/41831.jpg,2,Realism
/media/andrea/New Volume/train/train/83755.jpg,0,Impressionism
/media/andrea/New Volume/train/train/60518.jpg,0,Impressionism
/media/andrea/New Volume/train/train/7970.jpg,3,Pop Art
/media/andrea/New Volume/train/train/19493.jpg,2,Realism
/media/andrea/New Volume/train/train/59937.jpg,2,Realism
/media/andrea/New Volume/train/train/9863.jpg,0,Impressionism
/media/andrea/New Volume/train/train/80402.jpg,2,Realism
/media/andrea/New Volume/train/train/23987.jpg,2,Realism
/media/andrea/New Volume/train/train/12094.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/74120.jpg,0,Impressionism
/media/andrea/New Volume/train/train/54666.jpg,0,Impressionism
/media/andrea/New Volume/train/train/86997.jpg,0,Impressionism
/media/andrea/New Volume/train/train/72763.jpg,1,Cubism
/media/andrea/New Volume/train/train/76090.jpg,0,Impressionism
/media/andrea/New Volume/train/train/61718.jpg,0,Impressionism
/media/andrea/New Volume/train/train/33405.jpg,3,Pop Art
/media/andrea/New Volume/train/train/33334.jpg,0,Impressionism
/media/andrea/New Volume/train/train/88373.jpg,2,Realism
/media/andrea/New Volume/train/train/88817.jpg,0,Impressionism
/media/andrea/New Volume/train/train/55309.jpg,1,Cubism
/media/andrea/New Volume/train/train/31585.jpg,0,Impressionism
/media/andrea/New Volume/train/train/22655.jpg,2,Realism
/media/andrea/New Volume/train/train/100348.jpg,2,Realism
/media/andrea/New Volume/train/train/42906.jpg,2,Realism
/media/andrea/New Volume/train/train/30350.jpg,2,Realism
/media/andrea/New Volume/train/train/37426.jpg,0,Impressionism
/media/andrea/New Volume/train/train/43454.jpg,0,Impressionism
/media/andrea/New Volume/train/train/90045.jpg,0,Impressionism
/media/andrea/New Volume/train/train/14214.jpg,2,Realism
/media/andrea/New Volume/train/train/45812.jpg,2,Realism
/media/andrea/New Volume/train/train/40732.jpg,0,Impressionism
/media/andrea/New Volume/train/train/69209.jpg,0,Impressionism
/media/andrea/New Volume/train/train/48571.jpg,0,Impressionism
/media/andrea/New Volume/train/train/54207.jpg,2,Realism
/media/andrea/New Volume/train/train/9241.jpg,0,Impressionism
/media/andrea/New Volume/train/train/83639.jpg,0,Impressionism
/media/andrea/New Volume/train/train/91338.jpg,0,Impressionism
/media/andrea/New Volume/train/train/1691.jpg,0,Impressionism
/media/andrea/New Volume/train/train/35951.jpg,0,Impressionism
/media/andrea/New Volume/train/train/37760.jpg,2,Realism
/media/andrea/New Volume/train/train/58674.jpg,0,Impressionism
/media/andrea/New Volume/train/train/2016.jpg,2,Realism
/media/andrea/New Volume/train/train/8311.jpg,0,Impressionism
/media/andrea/New Volume/train/train/70925.jpg,0,Impressionism
/media/andrea/New Volume/train/train/92444.jpg,0,Impressionism
/media/andrea/New Volume/train/train/98662.jpg,0,Impressionism
/media/andrea/New Volume/train/train/25241.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82481.jpg,0,Impressionism
/media/andrea/New Volume/train/train/34137.jpg,0,Impressionism
/media/andrea/New Volume/train/train/71710.jpg,0,Impressionism
/media/andrea/New Volume/train/train/51768.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/10406.jpg,0,Impressionism
/media/andrea/New Volume/train/train/55931.jpg,0,Impressionism
/media/andrea/New Volume/train/train/37873.jpg,1,Cubism
/media/andrea/New Volume/train/train/36315.jpg,0,Impressionism
/media/andrea/New Volume/train/train/81082.jpg,0,Impressionism
/media/andrea/New Volume/train/train/5491.jpg,2,Realism
/media/andrea/New Volume/train/train/78057.jpg,0,Impressionism
/media/andrea/New Volume/train/train/19801.jpg,0,Impressionism
/media/andrea/New Volume/train/train/98661.jpg,0,Impressionism
/media/andrea/New Volume/train/train/81893.jpg,0,Impressionism
/media/andrea/New Volume/train/train/69623.jpg,0,Impressionism
/media/andrea/New Volume/train/train/19261.jpg,1,Cubism
/media/andrea/New Volume/train/train/54480.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/9844.jpg,0,Impressionism
/media/andrea/New Volume/train/train/9835.jpg,0,Impressionism
/media/andrea/New Volume/train/train/61572.jpg,0,Impressionism
/media/andrea/New Volume/train/train/80271.jpg,0,Impressionism
/media/andrea/New Volume/train/train/17932.jpg,2,Realism
/media/andrea/New Volume/train/train/88078.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/12040.jpg,0,Impressionism
/media/andrea/New Volume/train/train/42960.jpg,2,Realism
/media/andrea/New Volume/train/train/36953.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82811.jpg,0,Impressionism
/media/andrea/New Volume/train/train/30129.jpg,2,Realism
/media/andrea/New Volume/train/train/78359.jpg,0,Impressionism
/media/andrea/New Volume/train/train/15494.jpg,1,Cubism
/media/andrea/New Volume/train/train/53854.jpg,0,Impressionism
/media/andrea/New Volume/train/train/86198.jpg,0,Impressionism
/media/andrea/New Volume/train/train/17647.jpg,2,Realism
/media/andrea/New Volume/train/train/13344.jpg,0,Impressionism
/media/andrea/New Volume/train/train/69803.jpg,0,Impressionism
/media/andrea/New Volume/train/train/24567.jpg,0,Impressionism
/media/andrea/New Volume/train/train/82617.jpg,0,Impressionism
/media/andrea/New Volume/train/train/3357.jpg,2,Realism
/media/andrea/New Volume/train/train/34908.jpg,0,Impressionism
/media/andrea/New Volume/train/train/2942.jpg,0,Impressionism
/media/andrea/New Volume/train/train/46040.jpg,3,Pop Art
/media/andrea/New Volume/train/train/53687.jpg,0,Impressionism
/media/andrea/New Volume/train/train/26165.jpg,2,Realism
/media/andrea/New Volume/train/train/30316.jpg,2,Realism
/media/andrea/New Volume/train/train/86867.jpg,2,Realism
/media/andrea/New Volume/train/train/36734.jpg,2,Realism
/media/andrea/New Volume/train/train/37165.jpg,0,Impressionism
/media/andrea/New Volume/train/train/94647.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/90131.jpg,0,Impressionism
/media/andrea/New Volume/train/train/21448.jpg,0,Impressionism
/media/andrea/New Volume/train/train/46008.jpg,2,Realism
/media/andrea/New Volume/train/train/78992.jpg,4,Northern Renaissance
/media/andrea/New Volume/train/train/82273.jpg,0,Impressionism
/media/andrea/New Volume/train/train/57867.jpg,2,Realism
/media/andrea/New Volume/train/train/71504.jpg,0,Impressionism
/media/andrea/New Volume/train/train/9185.jpg,0,Impressionism
/media/andrea/New Volume/train/train/9261.jpg,0,Impressionism
/media/andrea/New Volume/train/train/52349.jpg,0,Impressionism
/media/andrea/New Volume/train/train/45297.jpg,0,Impressionism
/media/andrea/New Volume/train/train/87827.jpg,0,Impressionism
/media/andrea/New Volume/train/train/9216.jpg,2,Realism
/media/andrea/New Volume/train/train/20070.jpg,2,Realism
/media/andrea/New Volume/train/train/13622.jpg,0,Impressionism
/media/andrea/New Volume/train/train/46362.jpg,0,Impressionism
/media/andrea/New Volume/train/train/16836.jpg,2,Realism
/media/andrea/New Volume/train/train/85224.jpg,2,Realism
